id,辞書ページ,見出し語,かな1,かな2,かな3,アクセント型,品詞,文語などの種別,補足,意味 1.,意味 2.,意味 3.,意味 4.,意味 5.,備考
6229,313,kataCiki,かたちき,,かたつぃき,①,名,,,"型付け。染め方の一種。型紙を布の上に張り,その上から染料を塗って模様をつけるもの。また,その染めた布･着物。biNgata, ?eegataなどがある。",,,,,
6230,313,kataCikijaa,かたちきやー,,かたつぃきやー,⓪,名,,,"型付け（biNgata, ?eegataなど）を業とする者。",,,,,
6231,313,kataCimiganigwaa,かたちみがにぐゎー,,かたつぃみがにぐゎー,①,名,,,"かにの一種。海産で,一方のはさみだけが大きい。",,,,,
6232,313,kataCiNsi,かたちんし,,かたつぃんし,⓪,名,,,"片ひざ。～tatijuN.片ひざを立ててすわる。昔の男女の正座のしかたである。のちには,男は端座,女は横ずわりが正座となった。",,,,,
6233,313,katadii,かたでぃー,,,⓪,名,,,片手。片方の手。,,,,,
6234,313,kataduu,かたどぅー,,,⓪,名,,,半身。体の右あるいは左の半分。,,,,,
6235,313,katagata,かたがた,,,①,副,,,"たまたま。あいにく。一時に両様のことがある場合にいう。?ikiwadu 'jataSiga,～?icunasii basju 'jati, ?ikaraNtaN.行くべきだったが,ちょうど忙しくて行けなかった。",,,,,
6236,313,katageena,かたげーな,,,⓪,名,,,肩から二の腕にかけての部分をいう。,,,,,
6237,313,kataguu,かたぐー,,,⓪,名,,,片方。一対あるものの片方。,,,,,
6238,313,kataguumaNcaa,かたぐーまんちゃー,,,⓪,名,,,"片ちんば。ちぐはぐ。箸･下駄など,一対となるべきものが互いに不揃いなこと。",,,,,
6239,313,katahaba,かたはば,,,⓪,名,,,肩幅。,,,,,
6240,313,katahara,かたはら,,,⓪,名,,,"かたわら。わき。'waree～Nkai.かけらはわきへ。割れものを落として割った時,そばの者が先回りしてひやかすことば。",,,,,
6241,313,katahu,かたふ,,,⓪,名,文,,"片帆。片方の帆。muruhu（諸帆の意）の対。～mucagiriba kataminu nada ?utuci, muruhu mucagiriba muruminu nada ?utuci.[片帆もちやげれば片目の涙落ち諸帆もちやげれば諸目の涙落ち（おやあんま狂言）]（別れを悲しんで）片方の帆をあげれば片方の目の涙を落とし,両方の帆をあげれば両目の涙を落として。",,,,,
6242,313,katahwa,かたふぁ,,,⓪,名,,,片刃。muruhwa（両刃）の対。,,,,,
6243,314,katahwa,かたふぁ,,,⓪,名,,,片輪。不具。,,,,,
6244,314,katahwaa,かたふぁー,,,⓪,名,,,片輪者。,,,,,
6245,314,katahwamuN,かたふぁむん,,,⓪,名,,,片輪者。katahwaaともいう。,,,,,
6246,314,katahwaSii]gu,かたふぁしーぐ,,,⓪,名,,,片刃の小刀。,,,,,
6247,314,katahwici,かたふぃち,,,①,名,,,畸形。,,,,,
6248,314,katahwicimuN,かたふぃちむん,,,①,名,,,畸形の者。,,,,,
6249,314,katahwisja,かたふぃさ,,かたふぃしゃ,⓪,名,,,片足。,,,,,
6250,314,kataibi,かたいび,,,①,名,文,,語る人。｢語り部｣に対応すると見られる。-biの付く語にはほかにsirasibi（知らせる人）などがある。,,,,,
6251,314,kata=juN,かたゆん,かたいん,,①,"他=raN,=ti",文,,語る。katajabira.語りましょう。'iikutu katari.〔口語〕からすが鳴いた時に言うまじない。いいことを語れの意。,,,,,
6252,314,kataka,かたか,,,⓪,名,,,"1.遮蔽。さえぎるもの。tiidagataka（日よけ）,kazigataka（風よけ）など。","2.庇護。かばうこと。'iNnu Ciragataka.縁が顔をかばう。縁のある者は顔までいい顔に見える。～sjuN.さえぎる。よける。また,かばう。",,,,
6253,314,katakaki,かたかき,,,⓪,名,,,"片手落ち。不公平。cuunu Cicikazija kuniguniN tijura,～N neranu tiNnu ?uzimu.[けふの月影や国々も照ゆら片欠もないらぬ天のお肝]きょうの月影は国国を照らすだろう。不公平もない天の御心。",,,,,
6254,314,katakaki=juN,かたかきゆん,かたかきいん,,⓪,"他=raN,=ti",,,兼務する。掛け持つ。片手間に他の仕事をする。くり合わせて仕事する。?icunasaN katakakiti.忙しいのもくり合わせて。,,,,,
6255,314,katakakimaa]kaki,かたかきまーかき,,,⓪,副,,,方方の仕事を掛け持ちするさま。,,,,,
6256,314,katakamici,かたかみち,,,⓪,名,,,"ひっこんだところにある,人目につかない道。",,,,,
6257,314,katakasaa,かたかさー,,,①,名,,,katakasiと同じ。,,,,,
6258,314,katakasi,かたかし,,,①,名,,,"魚名。赤味を帯びた黒い,ありふれた魚で,干物にすることが多い。",,,,,
6259,314,katakasira,かたかしら,,,⓪,名,,,"[欹髻]成人男子の髪型。元は頭の右辺に結び,後には中央に結ぶようになった。貴族は15歳で,一般は10歳内外で結った。",,,,,
6260,314,katakasirajuui,かたかしらゆーい,,,⓪,名,,,"[欹髻結]元服。男子が10歳前後に達した時,はじめてkatakasiraを結う儀式。親戚中の人格者･成功者に結ってもらい,盛大に祝って,供の者を従えて親類回りをして披露した。貴族の場合は,15歳で行ない,ziNbuku（元服）という。",,,,,
6261,314,katakasirajuujaa,かたかしらゆーやー,,,⓪,名,,,"髪結い床。?iQkwaNmagi（一貫髷）,nikwaNmagi（二貫髷）など,料金の別があった。",,,,,
6262,314,katakuciwaree,かたくちわれー,,,⓪,名,,,微笑。ほほえみ。片口笑いの意。,,,,,
6263,314,katakukuru,かたくくる,,,⓪,名,,,片心の意。次の句でいう。～'jurusjuN.（すっかり安心するのでなく）ひとまず安心する。一息つく。,,,,,
6264,314,katakusinuzi,かたくしぬじ,,,⓪,名,,,片袖を脱ぐこと。女が働きやすくするためにする。,,,,,
6265,314,katakuzira,かたくじら,,,⓪,副,,,1.始終。ずっと。kuusainikara～.小さい時からずっと。,"2.…をはじめとして。tuzikwa～nukurazini kuruci, mikatani kigaja ?icininuN 'ujabiraN.[妻子かたくづら残らずに殺ち味方に怪我や一人も居やべらぬ（忠臣身替）]妻子をはじめ残らず殺し,味方にけがはひとりもおりません。2.早早。ciija～.来るが早いか。",,,,
6266,314,katamadooci,かたまどーち,,,⓪,名,,,一段落。仕事などが一段落してちょっと暇になること。,,,,,
6267,314,katamai,かたまい,,,①,名,,,かたまり。,,,,,
6268,314,katama=juN,かたまゆん,かたまいん,,①,"自=raN,=ti",,,つまる。塞がる。hananu～.鼻がつまる。'NZunu～.溝がつまる。katamarasjuN.つまらせる。,,,,,
6269,314,katami,かたみ,,,①,名,,,"男女の契り。また,契りとして取りかわすもの。",,,,,
6270,314,katami,かたみ,,,①,名,,,形見。死者または長く別れる人の形見。,,,,,
6271,315,-katami,-かたみ,,,,接尾,,,"荷。かつぎ上げる荷を数える接尾辞。cukatami（一かつぎ）,takatami（二かつぎ）など。",,,,,
6272,315,katami?acinee,かたみあちねー,,,⓪,名,,,"行商。また,行商人。荷をかついで商う男をいう。荷を頭にのせて行商する女はkamii?acinee。",,,,,
6273,315,katamici,かたみち,,,⓪,名,,,片道。,,,,,
6274,315,katamidima,かたみでぃま,,,⓪,名,,,かつぎ賃。かついで運ぶ手間賃。,,,,,
6275,315,katamii,かたみー,,,⓪,名,,,1.片目。一方の目。～kuujuN.片目を閉じる。,"2.片目。隻眼。また,片目の者。",,,,
6276,315,katami=juN,かたみゆん,かたみいん,,⓪,"他=raN,=ti",,,かつぐ。荷を肩にのせる。tiQpuu～.鉄砲をかつぐ。,,,,,
6277,315,katami=juN,かたみゆん,かたみいん,,①,"他=raN,=ti",新,,1.濃くする。茶･色彩などについていう。,2.〔新〕固くする。,,,,
6278,315,katana,かたな,,,⓪,名,,,刀。,,,,,
6279,315,kataneeciri,かたねーちり,,,⓪,名,,,肩上げ。子供の着物のゆきを肩のところに縫い上げておくこと。,,,,,
6280,315,katanii,かたにー,,,⓪,名,,,半分の荷。半荷。～?urusjuN.負担が軽くなる。,,,,,
6281,315,katanii,かたにー,,,⓪,名,,,"片方だけ煮えて,他の片方がよく煮えていないこと。半煮え。",,,,,
6282,315,kata?Nnazi,かたっんなじ,,,⓪,名,,,"着物をゆがめて着ること。褄が合わないこと。?Nnaziは背縫いのことで,これが片方にゆがむ意。",,,,,
6283,315,kataNci,かたんち,,,⓪,名,,,傾き。傾斜。,,,,,
6284,315,kataNcibai,かたんちばい,,,⓪,名,,,恥じてこそこそと急いで行くこと。傾き走りの意。,,,,,
6285,315,kataN=cuN,かたんちゅん,,,⓪,"自=kaN,=ci",,,1.傾く。hwiinu kataNcooN.日が傾いている。,2.傾倒する。熱中する。,,,,
6286,315,kataNki=juN,かたんきゆん,かたんきいん,,⓪,"他=raN,=ti",,,傾ける。,,,,,
6287,315,katara=juN,かたらゆん,かたらいん,,①,"他=aN,=ti",,,"仲間に入れる。味方に引き入れる。｢語らう｣に対応する語だが,-kata（方,味方）との連想がある。",,,,,
6288,315,kataree,かたれー,,,①,名,,,1.仲間となること。仲間入りを約束すること。,2.男女の一緒になる約束。?ikatareeともいう。,,,,
6289,315,katasaci,かたさち,,,⓪,名,,,"一方の手を伸ばした,その先端から他方の肩先までの長さ。布の長さなどを計る基準。肩先の意。鯨尺3尺。",,,,,
6290,315,katasaN,かたさん,,,①,形,,,1.固い。堅い。,2.濃い。那覇ではkuusaNという。kunu ?usiroo 'Nsunu～.このおつゆはみそが濃い。kunu ?aka naa ?ihwee katasaree 'jaa.この赤がもう少し濃ければねえ。,"3.堅い。堅実である。義理堅く,品行が正しい。katasii Qcu.堅い人。",,,
6291,315,katasijuu,かたしゆー,,,⓪,名,,,髪油。女が髪につける油。,,,,,
6292,315,kataSimi,かたしみ,,,⓪,名,,,片隅。,,,,,
6293,315,kataSizi,かたしじ,,,①,名,,,"布を織る時の,経糸一本。cuhwaa（経糸二本）に対して片すじの意。",,,,,
6294,315,katasudi,かたすでぃ,,,⓪,名,,,片袖。,,,,,
6295,315,katasudinuzi,かたすでぃぬじ,,,⓪,名,,,katakusinuziと同じ。,,,,,
6296,315,katatima,かたてぃま,,,⓪,名,,,片手間。,,,,,
6297,315,katatuci,かたとぅち,,,⓪,名,文,,"片時。'wakaribija Cimati ?acaga hwini nariba,～N ?usuba hanarigurisja[別れ日やつまて明日が日になれば片時もお側はなれぐれしや]別離の日が迫って,あすの日になると片時もお側を離れられない。",,,,,
6298,315,kata?udi,かたうでぃ,,,⓪,名,,,1.片腕。,"2.最も頼みとなる,協力者。片腕。",,,,
6299,315,kata?uja,かたうや,,,⓪,名,,,"片親。また,片親しかいないこと。",,,,,
6300,315,kata?umui,かたうむい,,,⓪,名,,,片思い。片恋。,,,,,
6301,315,katawaki,かたわき,,,⓪,名,,,不公平な配分。片寄った分け方。,,,,,
6302,315,katawakitii,かたわきてぃー,,,⓪,名,,,勝負事で人数を二手に分けること。,,,,,
6303,315,katawari,かたわり,,,⓪,名,,,片割れ。割れた一片。,,,,,
6304,315,katazaa,かたじゃー,,,①,名,,,濃い茶。～nudi miiguhwai sjooN.濃い茶を飲んで眠れない。,,,,,
6305,315,kataZiki=juN,かたじきゆん,かたじきいん,かたじきゆん,⓪,"他=raN,=ti",,,片付ける。,,,,,
6306,315,kateemuN,かてーむん,,,①,名,,,困った事。やっかいな事。生活難･家庭の不和などをいう。,,,,,
6307,316,kati=juN,かてぃゆん,かてぃいん,,⓪,"他=raN,=ti",,,おかずにする。おかずにして飯といっしょに食う。首里では単に｢加える･付加する｣の意では用いない。,,,,,
6308,316,katimuN,かてぃむん,,,⓪,名,,,おかず。お菜。＜katijuN。,,,,,
6309,316,katoo,かとー,,,①,名,,,堅固。丈夫。'jaanu simaree～ni Qsi 'joo.戸じまりは堅固にしろ。～na haka.堅固な墓。,,,,,
6310,316,kau,かう,,,①,名,文,,顔。口語はCira。,,,,,
6311,316,kawa,かわ,,,⓪,名,文,,井戸。口語はkaa。,,,,,
6312,316,kawa=cuN,かわちゅん,,,⓪,"自=kaN,=ci",,,（のどが）渇く。おとなの語。子供ならkaakijuNという。,,,,,
6313,316,kawai,かわい,,,①,名,,,代わり。代理。代用。,,,,,
6314,316,kawaiee,かわいえー,,,⓪,名,,,交替。役目などの交替。～sjuN.,,,,,
6315,316,kawaiikutu,かわいーくとぅ,,,①,名,,,変わった事。珍しい事。,,,,,
6316,316,kawaiimuN,かわいーむん,,,①,名,,,1.変わったもの。珍しいもの。,2.殊勝な者。,,,,
6317,316,kawa=juN,かわゆん,かわいん,,①,"自=raN,=ti",,,"1.変わる。変化する。また,異なる。tusinu～.年が改まる。nuusinu～.主が変わる。'Nkasitu kawaraN.昔と変わらない。?ucinaatu～.沖繩と違っている。",2.代わる。入れ代わる。交替する。cigaajuNともいう。,,,,
6318,316,kawaQtakutu,かわったくとぅ,,,①,名,,,1.変わった事。珍しい事。nuuN kawaQtakutoo neeni.何も変わった事はないか。,"2.とんでもない事。思いもよらない事。“taNmee sai hikookiNkai numiSeebiimi.”“haa～.”｢おじいさん,飛行機にお乗りになりますか。｣｢おお,とんでもない。｣",,,,
6319,316,kawarumi?uzoo,かわるみうじょー,,,⓪,名,,,首里城の門の名。?uguSikuの項参照。,,,,,
6320,316,kawati,かわてぃ,,,①,副,,,とりわけ。格別。特に。ことに。cuuja～sikaraasjaN.きょうは特別寂しい。,,,,,
6321,316,kaZa,かじゃ,,かざ,①,名,,,におい。niwiともいう。niwiはおとなの使う上品な語。～sjuN.イ.においをかぐ。ロ.においがする。hana～sjuN.花のにおいをかぐ。,,,,,
6322,316,kazadihuubusi,かじゃでぃふーぶし,,,⓪,名,,,"[かぎやで風節]歌曲の名。祝宴の最初に歌うめでたい歌の節の名。guziNhuubusi[御前風節]に属する。｢この名称,漠然と拠るところなけれども,或人の説に,カンヂヤーデフーなり,むかし国頭間切奥間村の鍛冶屋尚円王を救ひ奉りたる御褒賞によりて,国頭間切総地頭を命ぜられ,按司の位に叙せられたる嬉しさをかたどりて作りたる歌曲にして,カンヂヤー首里に出るの風儀といふの意なりといふ。此の外多説あれども,此の説近きに似たり。斯く記して後人の参考を待つ。鍛冶屋の末世は今の馬氏国頭按司家也。（南島八重垣）｣代表的な歌詞を二つあげておく。kijunu hukurasjaja naunizana tatiru, Cibudi 'uru hananu Ciju cata gutu.[けふのほこらしややなをにぎやなたてるつぼでをる花のつゆきやたごと]きょうのうれしさは何にたとえられようか。花の蕾が露に会ったようだ。?atagahunu CicaSi 'jumijacoN 'NdaN, 'wadu 'jariba 'wadui 'ugadi Sidira.[あた果報の着きやす夢やちよも見らぬ我胴やれば我胴い拝ですでら]こんな幸運が来るとは夢にも見なかった。わが身がわが身であるとも思えない。ありがたくいただきましょう。",,,,,
6323,316,kaZai,かじゃい,,かざい,①,名,,,飾り。装飾。,,,,,
6324,316,kaZa=juN,かじゃゆん,かじゃいん,かざゆん,①,"他=raN,=ti",,,飾る。kaZaitatijuN.飾り立てる。,,,,,
6325,316,kazi,かじ,,,⓪,名,,,陰。光の当たらない場所。kiinu～.木陰（kiinu kaagiともいう）。,,,,,
6326,316,kazi,かじ,,,⓪,名,,,舵。,,,,,
6327,316,kazi,かじ,,,①,名,,,風。,,,,,
6328,316,kazi,かじ,,,①,名,,,うなじ。えりくび。,,,,,
6329,316,kazi,かじ,,,①,名,,,繊維。筋。,,,,,
6330,317,-kazi,-かじ,,,,接尾,,,"ごと。たび。ごとに。たびに。Qcukazi（人ごとに）,cineekazi（家ごとに）など。'jaakazi hatanu taQcooN.家ごとに旗が立っている。",,,,,
6331,317,kaZi,かじ,,かじ,⓪,名,,,数。,,,,,
6332,317,kazibusi,かじぶし,,,⓪,名,,,陰干し。日陰で干すこと。,,,,,
6333,317,kazi、cicuN,かじ、ちちゅん,,,⓪、⓪,句,,,cicuN（利く）の項参照。,,,,,1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
6334,317,kaziciri?abii,かじちりあびー,,,①,名,,,声を限りに叫ぶこと。絶叫。,,,,,
6335,317,kazigaa,かじがー,,,①,名,,,kazi（うなじ）の卑語。首のねっこ。-gaa＜kaa（皮）。,,,,,
6336,317,kazigataka,かじがたか,,,①,名,,,風よけ。風を防ぐためのもの。katakaは遮蔽物。,,,,,
6337,317,kazigwee,かじぐぇー,,,⓪,名,,,堆肥。,,,,,
6338,317,kazihuci,かじふち,,,①,名,,,暴風。-huci＜hucuN。,,,,,
6339,317,kazihuci?aakeeZuu,かじふちあーけーじゅー,,かじふちあーけーずー,①,名,,,"とんぼの一種。暴風の吹きそうな時,その前触れのように群れ飛ぶ赤とんぼ。",,,,,
6340,317,kazihucimaamina,かじふちまーみな,,,①,名,,,"ひょろ長く,細いもやし。",,,,,
6341,317,kazii,かじー,,,⓪,名,,,1.ねばり強い者。容易に負けない者。,3.下品な者。下等なもの。,,,,「意味」の記載が㊀と㊂でしたので、㊂を「意味2.」に入力。
6342,317,kazikaki=juN,かじかきゆん,かじかきいん,,①,"他=raN,=ti",,,"念を押す。だめを押す。また,約束する。",,,,,
6343,317,kazikazi,かじかじ,,,⓪,名･副,,,たびたび。～nu kutu 'jati.たびたびの事で。～gumiNdoo kakiti.たびたび御面倒かけて。,,,,,
6344,317,kazimaai,かじまーい,,,①,名,,,風が回ること。風向きが変わること。,,,,,
6345,317,kazimaci,かじまち,,,①,名,,,旋風。つむじ風。海上の龍巻きはruu（龍）という。,,,,,
6346,317,kazimajaa,かじまやー,,,⓪,名,,,"1.風車（かざぐるま）。風に舞うものの意か。hananu kazimajaja kazi Ciriti miguru, 'wamija dusi tumeti ?aSibibusjanu.[花の風車や風つれてめぐる我身やどしとまひて遊びぼしやの（女物狂）]花の風車は風と一緒に回る,わたしは友だちを捜して一緒に遊びたい。～nu ?uiwee.九十九歳の祝い。来客にみやげとして風車を贈る。","2.転じて,十字形のもの。",3.十字路。四つ角。,4.首里の尚家の角にある十字路。,,
6347,317,kazimihuka=sju]N,かじみふかすん,,かじみふかしゅん,⓪,"他=saN,=ci",,,"大事にしまい込んで,どこにあるのかわからなくなる。",,,,,
6348,317,kazimi=juN,かじみゆん,かじみいん,,⓪,"他=raN,=ti",,,秘蔵する。大事にしまって置く。,,,,,
6349,317,kazimimuN,かじみむん,,,⓪,名,,,大事にしまって置いたもの。とっておき。秘蔵品。,,,,,
6350,317,kaZinaraNmu]N,かじならんむん,,かじならんむん,⓪,名,,,数えるに足りない者。自分の謙称として使う。不肖。,,,,,
6351,317,kaziraasjaN,かじらーさん,,かじらーしゃん,⓪,形,,,卑しい。さもしい。,,,,,
6352,317,kaziramaai,かじらまーい,,,⓪,名,,,"軒下の盛り土したところ。家の周囲の軒下に石を並べ土を盛って,地面よりやや高くして,水はけをよくする。その盛り土した部分。",,,,,
6353,317,kaziri,かじり,,,⓪,名、接尾,,,1.限り。きり。hamaa ?NziN ?NziN～nu neeraN.浜は行っても行っても限りがない。,2.期限。～sjuN.期限を決める。kaziree sjootiN hwinbinoo saN.期限は決めておいても返しはしない。,3.（接尾）限り。ありったけ。nucikaziri hataracuN.命の続く限り働く。,,,
6354,317,kaziti,かじてぃ,,,①,副,,,きっと。かならず。～cuuN 'jaa.必ず来るねえ。,,,,,
6355,317,kazitui,かじとぅい,,,①,名,,,舵取り。操舵手。,,,,,
6356,317,kazi?waara,かじっわーら,,,⓪、①,名,,,風上。kaziwaaraともいう。,,,,,
6357,317,kaziwaara,かじわーら,,,⓪、①,名,,,kazi?waaraと同じ。,,,,,
6358,317,kaZooridamuN,かじょーりだむん,,かぞーりだむん,⓪,名,,,風で折れた木の枝をたきぎとしたもの。,,,,,
6359,317,kaZoorimuN,かじょーりむん,,かぞーりむん,⓪,名,,,蕁麻疹。ほろせ。,,,,,
6360,317,kaZoorimuN,かじょーりむん,,かぞーりむん,⓪,名,,,風で折れた木の枝など。,,,,,
6361,317,kaZoosaN,かじょーさん,,かぞーさん,①,形,,,"風が強い。大風というほどではないが,室内で紙が飛んで障子をしめなければならない程度の風。海上なら,小さい漁船が警戒する程度の風をいう。",,,,,
6362,318,kaZuu=juN,かじゅーゆん,かじゅーいん,かずーゆん,⓪,"自=raN,=ti",,,（予定より）ふえる。増す。加増の意か。niNZunu～.人数がふえる。?iriminu～.入費がふえる。,,,,,
6363,318,kaZuu=juN,かじゅーゆん,かじゅーいん,かずーゆん,⓪,"他=raN,=ti",,,数える。普通は'junuNという。,,,,,
6364,318,kee,けー,,,⓪,名,,,"櫂。?eeku, ?weekuともいう。",,,,,
6365,318,kee,けー,,,⓪,名,,,貝。,,,,,
6366,318,kee,けー,,,⓪,名,,,さじ（匙）。,,,,,
6367,318,kee,けー,,,①,名,,,"ひつ。衣裳箱。唐櫃に似た中国風の箱であるが,足はない。衣類を入れる。かぶせぶたがあり,さらにkakuguという中ぶたがあって,その下に衣類を入れる。婚礼の時,花嫁が着物をいっぱい入れて持参する。敬語は'Ncee。",,,,,
6368,318,kee,けー,,,①,名,,,粥。?ukeeともいう。,,,,,
6369,318,kee-,けー-,,,,接頭,,,"動詞につき,ちょっと…する,軽く…する。また,思い切って…する,…しちゃうなどの意を表わす。接頭辞ciiと似ている。keehoocuN（ちょっと掃く）,keenadijuN（ちょっとなでる）,keekoojuN（買ってしまう,思いきって買う）など。",,,,,
6370,318,-kee,-けー,,,,接尾,,,"階。家の階数を数える接尾辞。niikee（二階）,saNkee（三階）など。",,,,,
6371,318,-ke]e,-けえ,,,,助,,,よ。｢禁止形」に付く。＜?ukee（置けよ）。sjuna～.するなよ。?ikuna～.行くなよ。,,,,,
6372,318,keehacicu]uN,けーはちちゅうん,,,⓪,自･不規則,,,来てしまう。keehacikuu.来ちゃえよ。,,,,,
6373,318,kee?icu]N,けーいちゅん,,,⓪,自･不規則,,,行ってしまう。思い切って行く。,,,,,
6374,318,keei,けーい,,,⓪,名,,,おつり。つり銭。keesimudusiともいう。,,,,,
6375,318,keei,けーい,,,⓪,名,,,帰り。帰路。,,,,,
6376,318,keeii,けーいー,,,⓪,名,,,keeruuと同じ。,,,,,
6377,318,keeimici,けーいみち,,,⓪,名,,,帰りみち。帰途。,,,,,
6378,318,keeiziN,けーいじん,,,①,名,,,着替え。着替えの着物。,,,,,
6379,318,kee=juN,けーゆん,けーいん,,⓪,"自=raN,=ti",,,1.（自宅･もといた場所に）帰る。,"2.（もとの所有者･状態,もとあった位置に）返る。","3.（複合語として）?utikeejuN（子供の状態に返る）, 'warabi naikeejuN（老衰して,子供に返る）など。",,,
6380,318,kee=juN,けーゆん,けーいん,,①,"他=raN,=ti",,,替える。変える。ciN～.着物を替える。ziN～.金をくずす。,,,,,
6381,318,keekoo=ju]N,けーこーゆん,,,⓪,"他=raN,=ti",,,買ってしまう。思い切って買う。,,,,,
6382,318,keena,けーな,,,⓪,名,,,かいな。二の腕。肩から肘までをいう。,,,,,
6383,318,-keeN,-けーん,,,,接尾,,,"回。回数を数える接尾辞。cukeeN⓪（一回）,takeeN①（二回）, mikeeN①（三回）, 'jukeeN①（四回）, ?iCikeeN⓪（五回）, mukeeN①（六回）, nanakeeN⓪（七回）, 'jakeeN①（八回）, kukunukeeN⓪（九回）, tukeeN①（十回）, ?ikukeeN⓪（何回）など。",,,,,
6384,318,keerasikuru]basi,けーらしくるばし,,,⓪,副,,,ひっくり返したりころがしたり。物を粗末に扱うさまなどをいう。～sjuN.,,,,,
6385,318,keera=sjuN,けーらすん,,けーらしゅん,⓪,"他=saN,=ci",,,"1.keejuN（帰る,返る）の使役形。帰す。帰らせる。返らせる。",2.ひっくり返す。siisi～.獅子舞を踊る。獅子をひっくり返すようにして踊るのでいう。,,,,
6386,318,keeri=juN,けーりゆん,けーりいん,,⓪,"自=raN,=ti",,,ひっくり返る。くつがえる。転覆する。,,,,,
6387,318,keeriku(])rubi,けーりくるび,,,⓪,名,,,抱腹絶倒。笑いころげること。,,,,,
6388,318,keeriNkuru(])biN,けーりんくるびん,,,⓪,副,,,1.ころげ回るさま。,2.（不精して）ごろごろしているさま。,,,,
6389,318,keerirakee(])rira,けーりらけーりら,,,⓪,副,,,"ひっくり返りそう。～Qsi, 'NNciN ?ajaQsaN.ひっくり返りそうで,見ていてはらはらする。",,,,,
6390,318,keeruu,けーるー,,,⓪,名,,,交換。取り替えっこ。keeiiともいう。,,,,,
6391,318,-keesaa,-けーさー,,,,接尾,,,"何度もくり返すこと。また,そうしたもの。?Nburasikeesaa（何度も蒸し直した料理）,?aCirasikeesaa（何度も暖め直した食物）,noosikeesaa sjuN.（何度も直す）など。",,,,,
6392,319,keesi,けーし,,,⓪,名,,,1.お返し。返礼。～sjuN.返礼をする。,2.し返し。返報。～?ucuN.し返しをする。復讐する。,"3.地震のゆり返し。余震。大風の吹き返し。暴風が途中でいったんやんでから,反対の方向から吹き返すこと。～?ucuN.吹き返しが起こる。",,,
6393,319,keesibaru,けーしばる,,,⓪,名,,,keesibataraciと同じ。,,,,,
6394,319,keesibataraci,けーしばたらち,,,⓪,名,,,耕作の労働。田畑を打ち返す労働。keesibaruともいう。,,,,,
6395,319,keesimaa,けーしまー,,,⓪,名,,,着物を裏返しに着ること。,,,,,
6396,319,keesimudusi,けーしむどぅし,,,⓪,名,,,おつり。つり銭。keeiともいう。～ja namaja neejabiraN. Sinabiisa.[返し戻しや今や無いやべらぬすみやべいさ（茶売節）]おつりは今はございません。結構です。,,,,,
6397,319,keesjoo,けーそー,,けーしょー,①,名,,,航海中。船が航海を続け海上にあること。kagusimaNkainu～nubasju ?uukazi nati.鹿児島への航海中に嵐になって。,,,,,
6398,319,kee=sjuN,けーすん,,けーしゅん,⓪,"他=saN,=ci、接尾",,,"1.（もとの所有者･状態,もとあった位置に）返す。",2.（人を）帰す。この意味では多くkeerasjuNという。,3.耕す。（田畑を）打ち返す。tageesjuNともいう。hataki～.畑を打ち返す。,4.（接尾）…し返す。tuikeesjuN（取り返す）など。,,
6399,319,keetee,けーてー,,,⓪,副,,,"かえって。むしろ。keeti, keetiNkaiともいう。～?uree masi.かえってそれはよい。",,,,,
6400,319,keeti,けーてぃ,,,⓪,副,,,"かえって。むしろ。keetee, keetiNkaiともいう。",,,,,
6401,319,keetiNkai,けーてぃんかい,,,⓪,副,,,"かえって。むしろ。keeti, keeteeともいう。",,,,,
6402,319,keetuihwici]tui,けーとぅいふぃちとぅい,,,⓪,副,,,"他人のものを取ったり,ごまかしたりするさま。",,,,,
6403,319,keetu=juN,けーとぅゆん,けーとぅいん,,⓪,"他=raN,=ti",,,かっぱらう。ちょろまかす。かすめとる。,,,,,
6404,319,keetu(])nai,けーとぅない,,,⓪,名,,,隣近所。cukeetunaiともいう。,,,,,
6405,319,kee?uci,けーうち,,,⓪,名,,,小皿。kuZaraともいう。お茶請けなどを盛るもの。,,,,,
6406,319,keezoo,けーじょー,,,⓪,名,,,"[開静]寺院で明けがたに鳴らす鐘。｢日出卯の楼鐘百八の声を云（混効験集）｣もともと禅林で晨朝板を鳴らすことで,静眠を開覚する意。naNmiNnu kezoja sjuinu kezotumuti satu ?ukuci 'jaraci 'wazimu 'janusa.[波上の開静や首里の開静ともて里起ちやらち我肝やぬさ]波上護国寺の鐘を首里円覚寺の鐘と思い違えて,愛する人を早く起こして帰してしまい残念だ。辻遊郭の遊女のよんだ歌。護国寺の鐘は円覚寺の鐘より早く鳴った。",,,,,
6407,319,keezoogani,けーじょーがに,,,⓪,名,,,"[開静鐘]keezooと同じ。sikeja kurajamika ?uZumu cuja 'uraN, 'jagati kezoganiN najura 'jaSiga.[世界やくらやみかうずむ人や居らぬやがて開静鐘も鳴ゆらやすが]世の中は暗やみなのか,目ざめる人はいない。やがて夜明けの鐘も鳴るであろうのに。革命の近いのを諷した歌。",,,,,
6408,319,keNkeN,けんけん,,,①,副,,,念仏宗のこじき（niNbucaa）のたたく鉦の音。,,,,,
6409,319,kibujaatuuruu,きぶやーとぅーるー,,,⓪,名,,,よく燃えないで盛んにくすぶること。,,,,,
